,names,cluster
0,aid1252_description.txt,3
1,aid280_description.txt,4
2,aid2429_description.txt,3
3,aid55_description.txt,5
4,aid549_description.txt,3
5,aid2117_description.txt,1
6,aid2286_description.txt,3
7,aid1834_description.txt,3
8,aid748_description.txt,3
9,aid1802_description.txt,3
10,aid268_description.txt,4
11,aid871_description.txt,3
12,aid672_description.txt,3
13,aid1771_description.txt,3
14,aid770_description.txt,3
15,aid1231_description.txt,3
16,aid2318_description.txt,3
17,aid1647_description.txt,3
18,aid626_description.txt,0
19,aid914_description.txt,3
20,aid471_description.txt,3
21,aid2458_description.txt,3
22,aid435012_description.txt,1
23,aid2110_description.txt,3
24,aid2149_description.txt,3
25,aid272_description.txt,4
26,aid1708_description.txt,3
27,aid651_description.txt,3
28,aid2029_description.txt,3
29,aid451_description.txt,3
30,aid373_description.txt,1
31,aid1872_description.txt,3
32,aid115_description.txt,5
33,aid1500_description.txt,3
34,aid445_description.txt,3
35,aid2707_description.txt,3
36,aid1147_description.txt,3
37,aid256_description.txt,4
38,aid334_description.txt,4
39,aid163_description.txt,3
40,aid1440_description.txt,3
41,aid2690_description.txt,3
42,aid1835_description.txt,3
43,aid1216_description.txt,3
44,aid1722_description.txt,3
45,aid1380_description.txt,3
46,aid1221_description.txt,1
47,aid1339_description.txt,3
48,aid1587_description.txt,3
49,aid819_description.txt,3
50,aid198_description.txt,4
51,aid266_description.txt,4
52,aid1750_description.txt,3
53,aid1484_description.txt,3
54,aid1812_description.txt,1
55,aid139_description.txt,5
56,aid2467_description.txt,3
57,aid1075_description.txt,3
58,aid768_description.txt,3
59,aid376_description.txt,3
60,aid2728_description.txt,3
61,aid1952_description.txt,1
62,aid1316_description.txt,3
63,aid1568_description.txt,1
64,aid2298_description.txt,3
65,aid2711_description.txt,3
66,aid1496_description.txt,3
67,aid878_description.txt,3
68,aid435_description.txt,2
69,aid362_description.txt,3
70,aid135_description.txt,5
71,aid710_description.txt,3
72,aid984_description.txt,2
73,aid2178_description.txt,3
74,aid2723_description.txt,3
75,aid1112_description.txt,3
76,aid155_description.txt,4
77,aid41_description.txt,5
78,aid336_description.txt,4
79,aid2395_description.txt,3
80,aid1594_description.txt,3
81,aid2802_description.txt,3
82,aid2761_description.txt,3
83,aid1333_description.txt,3
84,aid977_description.txt,2
85,aid2023_description.txt,3
86,aid1000_description.txt,3
87,aid2037_description.txt,3
88,aid344_description.txt,4
89,aid2598_description.txt,3
90,aid2405_description.txt,3
91,aid1029_description.txt,3
92,aid2507_description.txt,3
93,aid294_description.txt,4
94,aid1801_description.txt,1
95,aid2004_description.txt,3
96,aid1819_description.txt,3
97,aid1489_description.txt,1
98,aid681_description.txt,1
99,aid1817_description.txt,3
100,aid1731_description.txt,3
101,aid1615_description.txt,3
102,aid2164_description.txt,3
103,aid2123_description.txt,3
104,aid1774_description.txt,3
105,aid378_description.txt,3
106,aid1486_description.txt,3
107,aid2030_description.txt,3
108,aid2613_description.txt,3
109,aid897_description.txt,3
110,aid1507_description.txt,3
111,aid1525_description.txt,1
112,aid885_description.txt,3
113,aid1260_description.txt,3
114,aid894_description.txt,3
115,aid435034_description.txt,3
116,aid1544_description.txt,3
117,aid466_description.txt,1
118,aid1282_description.txt,3
119,aid383_description.txt,3
120,aid575_description.txt,3
121,aid839_description.txt,3
122,aid664_description.txt,2
123,aid856_description.txt,1
124,aid1328_description.txt,3
125,aid1940_description.txt,3
126,aid2457_description.txt,3
127,aid2780_description.txt,1
128,aid1530_description.txt,3
129,aid1324_description.txt,3
130,aid886_description.txt,3
131,aid1800_description.txt,3
132,aid2095_description.txt,3
133,aid1155_description.txt,3
134,aid1373_description.txt,3
135,aid1187_description.txt,3
136,aid2753_description.txt,3
137,aid884_description.txt,3
138,aid1526_description.txt,1
139,aid1074_description.txt,3
140,aid2311_description.txt,3
141,aid1691_description.txt,3
142,aid1096_description.txt,3
143,aid2414_description.txt,3
144,aid230_description.txt,4
145,aid2001_description.txt,3
146,aid591_description.txt,3
147,aid292_description.txt,4
148,aid2239_description.txt,3
149,aid1314_description.txt,3
150,aid1406_description.txt,3
151,aid1644_description.txt,3
152,aid2297_description.txt,3
153,aid2159_description.txt,3
154,aid613_description.txt,1
155,aid159_description.txt,4
156,aid2265_description.txt,3
157,aid2383_description.txt,3
158,aid1213_description.txt,1
159,aid75_description.txt,5
160,aid1803_description.txt,3
161,aid1159_description.txt,3
162,aid1490_description.txt,3
163,aid948_description.txt,2
164,aid834_description.txt,3
165,aid2218_description.txt,3
166,aid1416_description.txt,3
167,aid1554_description.txt,3
168,aid1894_description.txt,3
169,aid477_description.txt,3
170,aid1154_description.txt,3
171,aid850_description.txt,3
172,aid781_description.txt,3
173,aid647_description.txt,0
174,aid1885_description.txt,3
175,aid208_description.txt,4
176,aid276_description.txt,4
177,aid627_description.txt,3
178,aid1851_description.txt,3
179,aid1376_description.txt,3
180,aid2214_description.txt,3
181,aid1953_description.txt,1
182,aid2422_description.txt,3
183,aid858_description.txt,0
184,aid1462_description.txt,3
185,aid678_description.txt,0
186,aid1811_description.txt,3
187,aid1577_description.txt,3
188,aid2388_description.txt,3
189,aid1532_description.txt,3
190,aid680_description.txt,3
191,aid753_description.txt,3
192,aid600_description.txt,1
193,aid738_description.txt,3
194,aid2710_description.txt,3
195,aid2487_description.txt,1
196,aid1434_description.txt,3
197,aid1058_description.txt,3
198,aid624_description.txt,3
199,aid2689_description.txt,3
200,aid941_description.txt,1
201,aid766_description.txt,1
202,aid1227_description.txt,3
203,aid224_description.txt,4
204,aid2712_description.txt,3
205,aid863_description.txt,1
206,aid1413_description.txt,3
207,aid818_description.txt,3
208,aid761_description.txt,3
209,aid1214_description.txt,3
210,aid622_description.txt,3
211,aid2294_description.txt,3
212,aid547_description.txt,3
213,aid2623_description.txt,3
214,aid1275_description.txt,3
215,aid1564_description.txt,1
216,aid1898_description.txt,3
217,aid1671_description.txt,1
218,aid901_description.txt,3
219,aid931_description.txt,3
220,aid2579_description.txt,3
221,aid1593_description.txt,3
222,aid993_description.txt,2
223,aid1222_description.txt,3
224,aid1030_description.txt,3
225,aid2296_description.txt,3
226,aid746_description.txt,3
227,aid947_description.txt,2
228,aid210_description.txt,4
229,aid485_description.txt,1
230,aid859_description.txt,0
231,aid1508_description.txt,0
232,aid2804_description.txt,1
233,aid1982_description.txt,3
234,aid976_description.txt,2
235,aid594_description.txt,3
236,aid1433_description.txt,3
237,aid23_description.txt,5
238,aid481_description.txt,3
239,aid1226_description.txt,1
240,aid242_description.txt,4
241,aid2120_description.txt,3
242,aid460_description.txt,3
243,aid2010_description.txt,3
244,aid2464_description.txt,3
245,aid342_description.txt,4
246,aid1919_description.txt,1
247,aid2132_description.txt,3
248,aid2494_description.txt,3
249,aid391_description.txt,3
250,aid1870_description.txt,3
251,aid522_description.txt,1
252,aid1369_description.txt,3
253,aid410_description.txt,3
254,aid786_description.txt,3
255,aid1674_description.txt,3
256,aid2709_description.txt,3
257,aid942_description.txt,3
258,aid2183_description.txt,0
259,aid1936_description.txt,3
260,aid1595_description.txt,3
261,aid2584_description.txt,3
262,aid2450_description.txt,3
263,aid628_description.txt,0
264,aid2069_description.txt,3
265,aid1904_description.txt,3
266,aid322_description.txt,4
267,aid1163_description.txt,3
268,aid483_description.txt,3
269,aid1441_description.txt,3
270,aid2047_description.txt,3
271,aid236_description.txt,4
272,aid1709_description.txt,3
273,aid1777_description.txt,1
274,aid773_description.txt,3
275,aid1491_description.txt,1
276,aid1007_description.txt,3
277,aid1062_description.txt,3
278,aid2794_description.txt,3
279,aid618_description.txt,3
280,aid934_description.txt,3
281,aid1892_description.txt,3
282,aid1664_description.txt,3
283,aid1828_description.txt,3
284,aid1924_description.txt,3
285,aid157_description.txt,4
286,aid1248_description.txt,1
287,aid340_description.txt,4
288,aid846_description.txt,3
289,aid39_description.txt,5
290,aid925_description.txt,3
291,aid2020_description.txt,3
292,aid1896_description.txt,3
293,aid2017_description.txt,3
294,aid125_description.txt,5
295,aid1191_description.txt,3
296,aid985_description.txt,2
297,aid1105_description.txt,3
298,aid915_description.txt,3
299,aid851_description.txt,1
300,aid1294_description.txt,3
301,aid1927_description.txt,1
302,aid1042_description.txt,3
303,aid778_description.txt,3
304,aid2407_description.txt,3
305,aid1194_description.txt,3
306,aid928_description.txt,3
307,aid787_description.txt,3
308,aid2140_description.txt,3
309,aid1023_description.txt,3
310,aid1253_description.txt,3
311,aid2184_description.txt,1
312,aid2421_description.txt,3
313,aid2066_description.txt,3
314,aid1347_description.txt,3
315,aid2818_description.txt,3
316,aid637_description.txt,3
317,aid1297_description.txt,1
318,aid2625_description.txt,3
319,aid59_description.txt,5
320,aid2481_description.txt,1
321,aid2691_description.txt,3
322,aid145_description.txt,5
323,aid2328_description.txt,3
324,aid1268_description.txt,3
325,aid1192_description.txt,1
326,aid2694_description.txt,1
327,aid1599_description.txt,3
328,aid999_description.txt,3
329,aid1557_description.txt,3
330,aid731_description.txt,1
331,aid2541_description.txt,3
332,aid1743_description.txt,0
333,aid1038_description.txt,3
334,aid1473_description.txt,3
335,aid1601_description.txt,3
336,aid2060_description.txt,3
337,aid1086_description.txt,3
338,aid388_description.txt,3
339,aid2360_description.txt,3
340,aid1996_description.txt,3
341,aid1276_description.txt,3
342,aid558_description.txt,3
343,aid620_description.txt,3
344,aid969_description.txt,2
345,aid384_description.txt,3
346,aid2829_description.txt,3
347,aid777_description.txt,3
348,aid2733_description.txt,3
349,aid1783_description.txt,3
350,aid581_description.txt,3
351,aid1816_description.txt,3
352,aid1688_description.txt,3
353,aid2673_description.txt,3
354,aid1617_description.txt,3
355,aid586_description.txt,3
356,aid214_description.txt,4
357,aid2324_description.txt,3
358,aid1291_description.txt,3
359,aid1857_description.txt,1
360,aid435025_description.txt,1
361,aid570_description.txt,3
362,aid83_description.txt,5
363,aid1863_description.txt,3
364,aid2052_description.txt,3
365,aid1151_description.txt,3
366,aid220_description.txt,4
367,aid1388_description.txt,3
368,aid2024_description.txt,3
369,aid2674_description.txt,3
370,aid776_description.txt,1
371,aid2276_description.txt,3
372,aid712_description.txt,3
373,aid406_description.txt,3
374,aid2281_description.txt,3
375,aid1201_description.txt,3
376,aid2084_description.txt,3
377,aid772_description.txt,3
378,aid1141_description.txt,3
379,aid1264_description.txt,3
380,aid2201_description.txt,3
381,aid487_description.txt,3
382,aid1157_description.txt,3
383,aid568_description.txt,3
384,aid701_description.txt,3
385,aid912_description.txt,3
386,aid1765_description.txt,3
387,aid630_description.txt,3
388,aid617_description.txt,3
389,aid1694_description.txt,3
390,aid2730_description.txt,3
391,aid1790_description.txt,3
392,aid1764_description.txt,0
393,aid1361_description.txt,3
394,aid117_description.txt,5
395,aid2554_description.txt,1
396,aid1183_description.txt,3
397,aid367_description.txt,3
398,aid1230_description.txt,3
399,aid11_description.txt,5
400,aid31_description.txt,5
401,aid633_description.txt,1
402,aid540_description.txt,2
403,aid1960_description.txt,3
404,aid2101_description.txt,3
405,aid1749_description.txt,3
406,aid71_description.txt,5
407,aid799_description.txt,3
408,aid1612_description.txt,3
409,aid587_description.txt,3
410,aid2213_description.txt,1
411,aid1701_description.txt,1
412,aid836_description.txt,3
413,aid520_description.txt,1
414,aid1865_description.txt,3
415,aid1079_description.txt,1
416,aid2575_description.txt,3
417,aid698_description.txt,1
418,aid1531_description.txt,3
419,aid784_description.txt,3
420,aid9_description.txt,5
421,aid1571_description.txt,1
422,aid953_description.txt,1
423,aid2550_description.txt,1
424,aid417_description.txt,3
425,aid490_description.txt,3
426,aid2026_description.txt,1
427,aid879_description.txt,3
428,aid2734_description.txt,3
429,aid1418_description.txt,3
430,aid1840_description.txt,3
431,aid456_description.txt,3
432,aid457_description.txt,3
433,aid1457_description.txt,3
434,aid2805_description.txt,3
435,aid2216_description.txt,3
436,aid1912_description.txt,3
437,aid300_description.txt,4
438,aid1739_description.txt,3
439,aid1052_description.txt,3
440,aid2671_description.txt,3
441,aid177_description.txt,4
442,aid992_description.txt,3
443,aid2073_description.txt,3
444,aid2005_description.txt,3
445,aid752_description.txt,3
446,aid2602_description.txt,1
447,aid657_description.txt,2
448,aid1891_description.txt,3
449,aid1298_description.txt,3
450,aid184_description.txt,4
451,aid518_description.txt,3
452,aid2636_description.txt,1
453,aid2382_description.txt,3
454,aid2012_description.txt,3
455,aid2685_description.txt,3
456,aid2535_description.txt,3
457,aid844_description.txt,3
458,aid2271_description.txt,3
459,aid923_description.txt,3
460,aid1449_description.txt,3
461,aid1010_description.txt,3
462,aid1113_description.txt,3
463,aid1169_description.txt,3
464,aid1335_description.txt,3
465,aid654_description.txt,2
466,aid1537_description.txt,3
467,aid553_description.txt,3
468,aid2659_description.txt,3
469,aid812_description.txt,3
470,aid1011_description.txt,3
471,aid1271_description.txt,3
472,aid151_description.txt,3
473,aid405_description.txt,3
474,aid946_description.txt,2
475,aid580_description.txt,3
476,aid1476_description.txt,3
477,aid1046_description.txt,3
478,aid1534_description.txt,3
479,aid994_description.txt,2
480,aid1160_description.txt,3
481,aid2540_description.txt,3
482,aid382_description.txt,3
483,aid1015_description.txt,3
484,aid1285_description.txt,3
485,aid1093_description.txt,3
486,aid1145_description.txt,3
487,aid1356_description.txt,3
488,aid745_description.txt,3
489,aid983_description.txt,2
490,aid713_description.txt,1
491,aid2106_description.txt,3
492,aid1401_description.txt,1
493,aid1614_description.txt,3
494,aid2022_description.txt,3
495,aid377_description.txt,3
496,aid1852_description.txt,3
497,aid454_description.txt,3
498,aid2591_description.txt,3
499,aid1464_description.txt,1
500,aid2262_description.txt,3
501,aid1603_description.txt,3
502,aid1239_description.txt,3
503,aid1545_description.txt,3
504,aid702_description.txt,3
505,aid548_description.txt,3
506,aid1240_description.txt,3
507,aid1900_description.txt,3
508,aid1085_description.txt,3
509,aid1066_description.txt,3
510,aid2724_description.txt,3
511,aid1437_description.txt,3
512,aid898_description.txt,3
513,aid648_description.txt,3
514,aid1078_description.txt,3
515,aid823_description.txt,3
516,aid803_description.txt,1
517,aid1095_description.txt,3
518,aid2415_description.txt,3
519,aid688_description.txt,3
520,aid1164_description.txt,3
521,aid1832_description.txt,3
522,aid1538_description.txt,1
523,aid206_description.txt,4
524,aid1308_description.txt,3
525,aid1670_description.txt,3
526,aid1417_description.txt,3
527,aid1426_description.txt,1
528,aid1130_description.txt,3
529,aid1228_description.txt,1
530,aid1466_description.txt,3
531,aid1942_description.txt,3
532,aid1889_description.txt,3
533,aid1161_description.txt,3
534,aid1336_description.txt,3
535,aid2621_description.txt,3
536,aid2258_description.txt,3
537,aid77_description.txt,5
538,aid394_description.txt,3
539,aid588_description.txt,3
540,aid2559_description.txt,3
541,aid1438_description.txt,3
542,aid1372_description.txt,3
543,aid1063_description.txt,3
544,aid87_description.txt,5
545,aid1633_description.txt,3
546,aid2118_description.txt,3
547,aid29_description.txt,5
548,aid774_description.txt,3
549,aid2309_description.txt,3
550,aid1720_description.txt,3
551,aid1831_description.txt,3
552,aid1669_description.txt,1
553,aid1001_description.txt,3
554,aid838_description.txt,3
555,aid1178_description.txt,3
556,aid1714_description.txt,0
557,aid1357_description.txt,3
558,aid1493_description.txt,1
559,aid930_description.txt,3
560,aid971_description.txt,2
561,aid904_description.txt,3
562,aid938_description.txt,1
563,aid1515_description.txt,3
564,aid814_description.txt,3
565,aid2653_description.txt,3
566,aid791_description.txt,3
567,aid1362_description.txt,3
568,aid2280_description.txt,3
569,aid1035_description.txt,3
570,aid2606_description.txt,3
571,aid1932_description.txt,0
572,aid2174_description.txt,3
573,aid392_description.txt,3
574,aid621_description.txt,3
575,aid2713_description.txt,3
576,aid1144_description.txt,3
577,aid692_description.txt,1
578,aid1055_description.txt,3
579,aid1540_description.txt,3
580,aid1323_description.txt,1
581,aid1619_description.txt,3
582,aid1243_description.txt,3
583,aid1662_description.txt,3
584,aid2756_description.txt,1
585,aid2361_description.txt,3
586,aid2718_description.txt,3
587,aid1689_description.txt,3
588,aid426_description.txt,2
589,aid1807_description.txt,3
590,aid1204_description.txt,3
591,aid2111_description.txt,3
592,aid875_description.txt,3
593,aid699_description.txt,1
594,aid1158_description.txt,3
595,aid424_description.txt,3
596,aid2759_description.txt,1
597,aid1134_description.txt,3
598,aid635_description.txt,3
599,aid2291_description.txt,3
600,aid2152_description.txt,3
601,aid2669_description.txt,3
602,aid611_description.txt,1
603,aid506_description.txt,3
604,aid1879_description.txt,3
605,aid1874_description.txt,3
606,aid1021_description.txt,3
607,aid737_description.txt,3
608,aid1036_description.txt,3
609,aid411_description.txt,3
610,aid733_description.txt,1
611,aid1326_description.txt,3
612,aid544_description.txt,2
613,aid852_description.txt,3
614,aid625_description.txt,0
615,aid1579_description.txt,3
616,aid1471_description.txt,3
617,aid1129_description.txt,3
618,aid2190_description.txt,0
619,aid1569_description.txt,3
620,aid2377_description.txt,3
621,aid425_description.txt,3
622,aid2358_description.txt,3
623,aid615_description.txt,3
624,aid2009_description.txt,3
625,aid1137_description.txt,3
626,aid636_description.txt,3
627,aid2038_description.txt,3
628,aid2325_description.txt,1
629,aid361_description.txt,3
630,aid1787_description.txt,3
631,aid1999_description.txt,3
632,aid264_description.txt,4
633,aid1721_description.txt,3
634,aid900_description.txt,3
635,aid1364_description.txt,3
636,aid1467_description.txt,3
637,aid1272_description.txt,1
638,aid1365_description.txt,3
639,aid252_description.txt,4
640,aid1729_description.txt,3
641,aid515_description.txt,3
642,aid2329_description.txt,3
643,aid1878_description.txt,3
644,aid585_description.txt,3
645,aid1588_description.txt,3
646,aid324_description.txt,4
647,aid670_description.txt,3
648,aid2757_description.txt,3
649,aid2116_description.txt,1
650,aid2740_description.txt,3
651,aid599_description.txt,1
652,aid1269_description.txt,3
653,aid1646_description.txt,3
654,aid659_description.txt,2
655,aid2135_description.txt,3
656,aid1584_description.txt,3
657,aid368_description.txt,3
658,aid2303_description.txt,3
659,aid1224_description.txt,1
660,aid2745_description.txt,3
661,aid254_description.txt,4
662,aid2112_description.txt,3
663,aid2043_description.txt,3
664,aid453_description.txt,3
665,aid302_description.txt,4
666,aid758_description.txt,3
667,aid212_description.txt,4
668,aid1068_description.txt,3
669,aid2299_description.txt,3
670,aid967_description.txt,2
671,aid1702_description.txt,1
672,aid1586_description.txt,3
673,aid288_description.txt,4
674,aid1512_description.txt,3
675,aid1106_description.txt,3
676,aid1969_description.txt,3
677,aid1289_description.txt,3
678,aid1706_description.txt,3
679,aid649_description.txt,3
680,aid2289_description.txt,3
681,aid1687_description.txt,3
682,aid1262_description.txt,3
683,aid491_description.txt,3
684,aid2288_description.txt,3
685,aid557_description.txt,3
686,aid2389_description.txt,3
687,aid1590_description.txt,3
688,aid1306_description.txt,3
689,aid47_description.txt,5
690,aid530_description.txt,3
691,aid853_description.txt,3
692,aid2410_description.txt,3
693,aid603_description.txt,3
694,aid1209_description.txt,3
695,aid467_description.txt,1
696,aid2698_description.txt,3
697,aid1822_description.txt,3
698,aid528_description.txt,3
699,aid779_description.txt,3
700,aid1175_description.txt,3
701,aid2090_description.txt,3
702,aid538_description.txt,3
703,aid959_description.txt,3
704,aid2485_description.txt,3
705,aid944_description.txt,1
706,aid2696_description.txt,1
707,aid2071_description.txt,3
708,aid639_description.txt,3
709,aid1605_description.txt,3
710,aid365_description.txt,3
711,aid2841_description.txt,3
712,aid1558_description.txt,3
713,aid1435_description.txt,3
714,aid1083_description.txt,3
715,aid902_description.txt,3
716,aid2003_description.txt,3
717,aid1795_description.txt,3
718,aid470_description.txt,3
719,aid1168_description.txt,3
720,aid908_description.txt,3
721,aid1487_description.txt,3
722,aid1631_description.txt,3
723,aid2721_description.txt,3
724,aid1955_description.txt,3
725,aid1546_description.txt,1
726,aid1768_description.txt,3
727,aid811_description.txt,1
728,aid1983_description.txt,3
729,aid962_description.txt,2
730,aid1775_description.txt,3
731,aid1212_description.txt,1
732,aid1094_description.txt,3
733,aid2153_description.txt,3
734,aid1510_description.txt,1
735,aid2161_description.txt,3
736,aid2143_description.txt,3
737,aid1456_description.txt,0
738,aid1421_description.txt,0
739,aid1065_description.txt,3
740,aid1196_description.txt,3
741,aid1548_description.txt,3
742,aid1501_description.txt,3
743,aid2121_description.txt,3
744,aid2462_description.txt,3
745,aid1707_description.txt,3
746,aid2219_description.txt,1
747,aid131_description.txt,5
748,aid2062_description.txt,3
749,aid2082_description.txt,3
750,aid188_description.txt,4
751,aid1027_description.txt,3
752,aid1716_description.txt,0
753,aid963_description.txt,2
754,aid507_description.txt,3
755,aid2543_description.txt,0
756,aid932_description.txt,3
757,aid320_description.txt,4
758,aid1909_description.txt,3
759,aid1858_description.txt,3
760,aid2737_description.txt,3
761,aid1681_description.txt,1
762,aid1076_description.txt,3
763,aid974_description.txt,2
764,aid2784_description.txt,1
765,aid909_description.txt,3
766,aid514_description.txt,3
767,aid2266_description.txt,3
768,aid1696_description.txt,3
769,aid1028_description.txt,3
770,aid964_description.txt,2
771,aid2096_description.txt,3
772,aid1060_description.txt,1
773,aid438_description.txt,3
774,aid1057_description.txt,3
775,aid2662_description.txt,3
776,aid2700_description.txt,3
777,aid2035_description.txt,3
778,aid767_description.txt,3
779,aid2212_description.txt,1
780,aid1503_description.txt,3
781,aid565_description.txt,3
782,aid584_description.txt,3
783,aid2137_description.txt,3
784,aid2770_description.txt,1
785,aid2008_description.txt,3
786,aid1122_description.txt,3
787,aid89_description.txt,5
788,aid1345_description.txt,3
789,aid2053_description.txt,3
790,aid2228_description.txt,3
791,aid2387_description.txt,3
792,aid2660_description.txt,3
793,aid484_description.txt,1
794,aid1935_description.txt,3
795,aid2094_description.txt,3
796,aid2061_description.txt,3
797,aid1740_description.txt,3
798,aid1103_description.txt,3
799,aid989_description.txt,2
800,aid1779_description.txt,3
801,aid1387_description.txt,3
802,aid1937_description.txt,3
803,aid623_description.txt,3
804,aid238_description.txt,4
805,aid1792_description.txt,3
806,index.html?C=M;O=A,3
807,aid2235_description.txt,3
808,aid1881_description.txt,3
809,aid1181_description.txt,3
810,aid2676_description.txt,3
811,aid673_description.txt,3
812,aid2542_description.txt,0
813,aid910_description.txt,3
814,aid1208_description.txt,3
815,aid606_description.txt,3
816,aid1331_description.txt,1
817,aid316_description.txt,4
818,aid2702_description.txt,3
819,aid2345_description.txt,3
820,aid543_description.txt,2
821,aid2168_description.txt,3
822,aid1407_description.txt,3
